외구간_역_수,역한글명칭,호선명칭,환승역X좌표,환승역Y좌표,행정구
2513,김포공항,5호선,126.801292,37.562384,강서구
2512,개화산,5호선,126.806171,37.572399,강서구
1724,평택,경부선,127.085159,36.990726,서울시 외부
1728,천안,경부선,127.146826,36.810005,서울시 외부
1726,직산,경부선,127.143904,36.870593,서울시 외부
1725,성환,경부선,127.126964,36.916076,서울시 외부
216,잠실(송파구청),2호선,127.100159,37.513262,송파구
1723,지제,경부선,127.070444,37.0188,서울시 외부
1031,복정,분당선,127.126658,37.470345,송파구
1030,수서,분당선,127.101422,37.487472,강남구
1721,송탄,경부선,127.054301,37.075696,서울시 외부
1720,진위,경부선,127.062278,37.109447,서울시 외부
1718,오산대,경부선,127.063197,37.168953,서울시 외부
215,잠실나루,2호선,127.10379,37.520733,송파구
1716,병점,경부선,127.032731,37.207503,서울시 외부
1023,선릉,분당선,127.048807,37.504856,강남구
1024,한티,분당선,127.052873,37.496237,강남구
1026,구룡,분당선,127.058856,37.486839,강남구
1027,개포동,분당선,127.06614,37.489116,강남구
1861,보정,분당선,127.108196,37.312752,서울시 외부
1763,수리산,안산선,126.925365,37.349801,서울시 외부
1762,오이도,안산선,126.738714,37.362357,서울시 외부
1761,정왕,안산선,126.742989,37.351735,서울시 외부
1760,신길온천,안산선,126.765844,37.338212,서울시 외부
1823,도화,경인선,126.668672,37.46607,서울시 외부
1714,독산,경부선,126.889249,37.466613,금천구
1816,간석,경인선,126.694181,37.464737,서울시 외부
1815,부개,경인선,126.74109,37.488418,서울시 외부
213,구의(광진구청),2호선,127.085916,37.537077,광진구
1813,구일,경인선,126.870793,37.496756,구로구
1957,주엽,일산선,126.761334,37.670072,서울시 외부
1955,마두,일산선,126.77762,37.652206,서울시 외부
1954,백석,일산선,126.78787,37.643114,서울시 외부
1952,화정,일산선,126.83265,37.634592,서울시 외부
1951,원당,일산선,126.843041,37.653324,서울시 외부
212,건대입구,2호선,127.069191,37.540373,광진구
1859,오리,분당선,127.108942,37.339824,서울시 외부
1857,정자,분당선,127.10807,37.365994,서울시 외부
1856,수내,분당선,127.114322,37.378455,서울시 외부
1854,야탑,분당선,127.128715,37.411185,서울시 외부
1853,모란,분당선,127.129104,37.432052,서울시 외부
1851,가천대,분당선,127.126697,37.448605,서울시 외부
1457,범계,과천선,126.950806,37.389793,서울시 외부
151,시청,1호선,126.977088,37.565715,중구
1455,인덕원,과천선,126.976715,37.401553,서울시 외부
1454,정부과천청사,과천선,126.98978,37.426513,서울시 외부
1452,대공원,과천선,127.006523,37.435675,서울시 외부
1451,경마공원,과천선,127.007888,37.443885,서울시 외부
1907,가능,경원선,127.044213,37.748577,서울시 외부
1822,중동,경인선,126.764843,37.486562,서울시 외부
210,뚝섬,2호선,127.047367,37.547184,성동구
1759,안산,안산선,126.788532,37.327082,서울시 외부
1758,초지,안산선,126.805913,37.320646,서울시 외부
1756,중앙,안산선,126.838573,37.315941,서울시 외부
1754,상록수,안산선,126.866489,37.302795,서울시 외부
1751,산본,안산선,126.933274,37.358101,서울시 외부
1713,수원,경부선,126.999561,37.266348,서울시 외부
1711,성균관대,경부선,126.97075,37.300349,서울시 외부
1710,의왕,경부선,126.948217,37.320852,서울시 외부
1707,명학,경부선,126.935433,37.384653,서울시 외부
1706,안양,경부선,126.922874,37.401592,서울시 외부
1703,금천구청,경부선,126.89398,37.455626,금천구
1701,구로,경부선,126.881966,37.503039,구로구
1812,인천,경인선,126.616801,37.476079,서울시 외부
1811,동인천,경인선,126.632802,37.475276,서울시 외부
1808,동암,경인선,126.702896,37.471408,서울시 외부
1807,백운,경인선,126.707704,37.483664,서울시 외부
207,상왕십리,2호선,127.029354,37.564354,성동구
1804,부천,경인선,126.782686,37.48405,서울시 외부
1801,개봉,경인선,126.85968,37.494594,구로구
1905,회룡,경원선,127.04736,37.724416,서울시 외부
1903,도봉산,경원선,127.046049,37.689534,도봉구
1901,방학,경원선,127.044273,37.667503,도봉구
1021,녹천,경원선,127.051269,37.644799,도봉구
1019,광운대,경원선,127.061835,37.623632,노원구
1017,신이문,경원선,127.067325,37.601854,동대문구
1014,청량리(서울시립대입구),경원선,127.0483,37.580759,동대문구
1013,왕십리(성동구청),경원선,127.038352,37.561827,성동구
1011,옥수,경원선,127.018672,37.540446,성동구
1010,한남,경원선,127.009169,37.52943,용산구
1008,이촌(국립중앙박물관),경원선,126.973406,37.522427,용산구
1006,영등포,경부선,126.907628,37.515504,영등포구
1004,노량진,경부선,126.94271,37.514149,동작구
204,을지로4가,2호선,126.997817,37.566595,중구
1001,서울역,경부선,126.971134,37.554337,용산구
341,경찰병원,3호선,127.12454,37.495918,송파구
340,가락시장,3호선,127.117757,37.492245,송파구
159,동묘앞,1호선,127.01648,37.573197,종로구
249,신정네거리,2호선,126.852912,37.520074,양천구
338,일원,3호선,127.08439,37.483681,강남구
336,학여울,3호선,127.070594,37.496663,강남구
335,대치,3호선,127.063642,37.494612,강남구
333,매봉,3호선,127.046769,37.486947,강남구
309,지축,3호선,126.913917,37.648033,서울시 외부
247,도림천,2호선,126.882768,37.514287,구로구
432,총신대입구(이수),4호선,126.981989,37.486263,동작구
201,시청,2호선,126.975411,37.563588,중구
2611,응암,6호선,126.915577,37.598605,은평구
2561,마천,5호선,127.152781,37.49499,송파구
2558,오금,5호선,127.127938,37.502057,송파구
2557,방이,5호선,127.126133,37.508857,송파구
221,역삼,2호선,127.036456,37.500622,강남구
152,종각,1호선,126.982923,37.570161,종로구
2553,고덕,5호선,127.154151,37.555004,강동구
2552,명일,5호선,127.143999,37.55137,강동구
4508,삼가,에버라인선,127.168075,37.242115,서울시 외부
4504,어정,에버라인선,127.143714,37.274917,서울시 외부
4501,기흥,에버라인선,127.116665,37.275449,서울시 외부
1294,디지털미디어시티,경의중앙선,126.900453,37.577475,은평구
1291,서울역,경의중앙선,126.97103,37.557231,중구
1284,문산,경의중앙선,126.788047,37.854619,서울시 외부
1282,월롱,경의중앙선,126.792587,37.796188,서울시 외부
413,쌍문,4호선,127.034709,37.648627,도봉구
1277,야당,경의중앙선,126.761356,37.712327,서울시 외부
1274,풍산,경의중앙선,126.786243,37.672346,서울시 외부
1272,곡산,경의중앙선,126.801762,37.645676,서울시 외부
1269,강매,경의중앙선,126.843223,37.612314,서울시 외부
1267,수색,경의중앙선,126.895611,37.580842,은평구
1264,홍대입구,경의중앙선,126.926683,37.557641,마포구
1262,공덕,경의중앙선,126.952099,37.542596,마포구
411,노원,4호선,127.063276,37.65627,노원구
1509,부발,경강선,127.490277,37.260192,서울시 외부
1506,곤지암,경강선,127.34674,37.351315,서울시 외부
1503,삼동,경강선,127.20336,37.409522,서울시 외부
1850,선정릉,분당선,127.043677,37.510735,강남구
1847,서울숲,분당선,127.044707,37.543617,성동구
1408,신창(순천향대),장항선,126.951108,36.769502,서울시 외부
1401,봉명,장항선,127.135763,36.801215,서울시 외부
1885,연수,수인선,126.67894,37.417804,서울시 외부
1882,호구포,수인선,126.708627,37.401637,서울시 외부
330,교대(법원.검찰청),3호선,127.013786,37.493025,서초구
1913,동두천중앙,경원선,127.056482,37.901885,서울시 외부
1909,양주,경원선,127.044708,37.774381,서울시 외부
1729,당정,경부선,126.948345,37.344285,서울시 외부
1871,수원시청,분당선,127.030736,37.261911,서울시 외부
1868,영통,분당선,127.071394,37.251568,서울시 외부
1864,신갈,분당선,127.111313,37.286102,서울시 외부
327,신사,3호선,127.020114,37.516334,강남구
1217,양평,중앙선,127.491837,37.492773,서울시 외부
1215,아신,중앙선,127.443173,37.51382,서울시 외부
1211,운길산,중앙선,127.310115,37.554669,서울시 외부
1208,덕소,중앙선,127.208832,37.586781,서울시 외부
1205,구리,중앙선,127.143869,37.603392,서울시 외부
1202,상봉(시외버스터미널),중앙선,127.08504,37.596678,중랑구
321,충무로,3호선,126.994072,37.56143,중구
4318,광교중앙(아주대),신분당선(연장),127.051478,37.288617,서울시 외부
3115,경인교대입구,인천1호선,126.722597,37.538157,서울시 외부
3112,박촌,인천1호선,126.745077,37.553703,서울시 외부
243,충정로(경기대입구),2호선,126.964378,37.559704,서대문구
238,합정,2호선,126.913808,37.549457,마포구
234,신도림,2호선,126.891084,37.508961,구로구
2759,삼산체육관,7호선,126.742153,37.506411,서울시 외부
2755,춘의,7호선,126.787036,37.503663,서울시 외부
2826,수진,8호선,127.140722,37.437428,서울시 외부
153,종로3가,1호선,126.991847,37.570406,종로구
2820,장지,8호선,127.126191,37.478703,송파구
2816,석촌,8호선,127.106832,37.505557,송파구
2813,강동구청,8호선,127.120508,37.530341,강동구
2751,천왕,7호선,126.838713,37.486637,구로구
2747,남구로,7호선,126.887249,37.486056,구로구
2744,보라매,7호선,126.920428,37.499872,동작구
2739,남성,7호선,126.971251,37.484596,동작구
2736,고속터미널,7호선,127.005068,37.503367,서초구
2732,강남구청,7호선,127.041255,37.517179,강남구
2727,군자(능동),7호선,127.079338,37.556897,광진구
2723,면목,7호선,127.087503,37.588579,중랑구
2720,먹골,7호선,127.077725,37.610637,중랑구
2716,중계,7호선,127.064303,37.644583,노원구
2713,수락산,7호선,127.055315,37.67785,노원구
2647,화랑대(서울여대입구),6호선,127.084689,37.620064,노원구
2641,고려대(종암),6호선,127.036296,37.590508,동대문구
2636,신당,6호선,127.016146,37.566154,중구
2633,버티고개,6호선,127.007055,37.548013,중구
2629,삼각지,6호선,126.974032,37.535534,용산구
2620,월드컵경기장(성산),6호선,126.899298,37.569532,마포구
2614,독바위,6호선,126.933031,37.618456,은평구
1755,한대앞,안산선,126.85344,37.309689,서울시 외부
1712,화서,경부선,126.989627,37.283862,서울시 외부
1708,금정,경부선,126.943429,37.372221,서울시 외부
1705,관악,경부선,126.908706,37.419232,서울시 외부
1810,제물포,경인선,126.656666,37.466769,서울시 외부
1806,부평,경인선,126.724506,37.489445,서울시 외부
1803,역곡,경인선,126.811502,37.485178,서울시 외부
1906,의정부,경원선,127.045958,37.738415,서울시 외부
1022,창동,경원선,127.047806,37.653007,도봉구
1018,석계,경원선,127.065934,37.614532,성북구
1012,응봉,경원선,127.034538,37.549946,성동구
1009,서빙고,경원선,126.988537,37.519594,용산구
1005,대방,경부선,126.926382,37.513342,영등포구
203,을지로3가,2호선,126.991696,37.566306,중구
434,남태령,4호선,126.989134,37.463873,서초구
337,대청,3호선,127.079532,37.493514,강남구
248,양천구청,2호선,126.865819,37.512398,양천구
431,동작(현충원),4호선,126.980347,37.502852,동작구
2560,거여,5호선,127.14415,37.493105,송파구
4217,영종,공항철도1호선,126.524254,37.51202,서울시 외부
4212,공항화물청사,공항철도1호선,126.477516,37.459041,서울시 외부
4209,검암,공항철도1호선,126.674007,37.569098,서울시 외부
4203,홍대입구,공항철도1호선,126.926715,37.557438,마포구
428,삼각지,4호선,126.9726,37.534075,용산구
4712,보문,우이신설선,127.019381,37.585286,성북구
426,서울역,4호선,126.972556,37.55281,용산구
4707,삼양사거리,우이신설선,127.020473,37.621337,강북구
4703,4.19민주묘지,우이신설선,127.013684,37.649502,강북구
4130,종합운동장,9호선(연장),127.076275,37.511426,송파구
2822,산성,8호선,127.149908,37.457122,서울시 외부
2818,가락시장,8호선,127.118398,37.492888,송파구
2814,몽촌토성(평화의문),8호선,127.112359,37.517409,송파구
2752,온수(성공회대입구),7호선,126.823023,37.492092,구로구
2748,가산디지털단지,7호선,126.882656,37.480338,금천구
2743,신대방삼거리,7호선,126.928276,37.499701,동작구
2740,숭실대입구(살피재),7호선,126.953822,37.496029,동작구
2735,반포,7호선,127.011727,37.508178,서초구
2731,청담,7호선,127.05335,37.519365,강남구
2728,어린이대공원(세종대),7호선,127.074658,37.548014,광진구
2724,사가정,7호선,127.088478,37.580894,중랑구
2719,태릉입구,7호선,127.075397,37.618294,노원구
226,사당,2호선,126.981544,37.476538,동작구
2714,마들,7호선,127.057675,37.66494,노원구
2648,봉화산(서울의료원),6호선,127.091401,37.617283,중랑구
225,방배,2호선,126.997596,37.481426,서초구
2640,안암(고대병원앞),6호선,127.029005,37.586272,성북구
2635,청구,6호선,127.013986,37.560608,중구
224,서초,2호선,127.007917,37.491897,서초구
2630,녹사평(용산구청),6호선,126.986695,37.534675,용산구
2624,상수,6호선,126.922852,37.547716,마포구
2622,망원,6호선,126.910052,37.556094,마포구
2619,디지털미디어시티,6호선,126.901391,37.576108,마포구
2615,연신내,6호선,126.920625,37.618636,은평구
2612,역촌,6호선,126.922744,37.606021,은평구
2551,굽은다리(강동구민회관앞),5호선,127.142853,37.545477,강동구
2547,광나루(장신대),5호선,127.10357,37.545303,광진구
220,선릉,2호선,127.048203,37.504286,강남구
2542,마장,5호선,127.042973,37.5661,성동구
2539,신금호,5호선,127.020331,37.554548,성동구
2536,을지로4가,5호선,126.998032,37.567352,중구
2534,광화문(세종문화회관),5호선,126.97717,37.571525,종로구
2530,공덕,5호선,126.951372,37.544431,마포구
2527,여의도,5호선,126.924357,37.521747,영등포구
218,종합운동장,2호선,127.073704,37.511022,송파구
2522,오목교(목동운동장앞),5호선,126.875181,37.524496,양천구
2518,화곡,5호선,126.840461,37.541513,강서구
2515,마곡,5호선,126.825448,37.560183,강서구
2514,송정,5호선,126.811973,37.561184,강서구
2511,방화,5호선,126.812741,37.577446,강서구
1727,두정,경부선,127.14896,36.833705,서울시 외부
1032,신길,경부선,126.917865,37.516862,영등포구
1722,서정리,경부선,127.052819,37.056496,서울시 외부
1719,오산,경부선,127.06672,37.145885,서울시 외부
1717,세마,경부선,127.04318,37.187533,서울시 외부
1715,세류,경부선,127.013222,37.245025,서울시 외부
1025,도곡,분당선,127.055186,37.491224,강남구
1028,대모산입구,분당선,127.07272,37.491373,강남구
214,강변(동서울터미널),2호선,127.094681,37.535095,광진구
1860,이매,분당선,127.128248,37.395371,서울시 외부
1817,도원,경인선,126.642706,37.468446,서울시 외부
1814,소사,경인선,126.79544,37.482753,서울시 외부
1958,대화,일산선,126.747569,37.676087,서울시 외부
1956,정발산,일산선,126.773359,37.659477,서울시 외부
1953,대곡,일산선,126.811024,37.631626,서울시 외부
1950,삼송,일산선,126.895558,37.653083,서울시 외부
1858,미금,분당선,127.10891,37.350077,서울시 외부
1855,서현,분당선,127.123592,37.385126,서울시 외부
1852,태평,분당선,127.127709,37.440019,서울시 외부
211,성수,2호선,127.055961,37.544581,성동구
1456,평촌,과천선,126.963883,37.394287,서울시 외부
1453,과천,과천선,126.996568,37.433021,서울시 외부
1450,선바위,과천선,127.002303,37.451673,서울시 외부
1821,온수(성공회대입구),경인선,126.824086,37.492433,구로구
1757,고잔,안산선,126.823144,37.316784,서울시 외부
1753,반월,안산선,126.903524,37.312212,서울시 외부
209,한양대,2호선,127.043655,37.555273,성동구
1709,군포,경부선,126.948462,37.35356,서울시 외부
1704,석수,경부선,126.902295,37.435047,서울시 외부
208,왕십리(성동구청),2호선,127.036954,37.561238,성동구
1809,주안,경인선,126.679742,37.465047,서울시 외부
1805,송내,경인선,126.753664,37.4876,서울시 외부
1802,오류동,경인선,126.845365,37.494526,구로구
1904,망월사,경원선,127.047455,37.709914,서울시 외부
206,신당,2호선,127.019614,37.56564,중구
1020,월계,경원선,127.058831,37.633212,노원구
1016,외대앞,경원선,127.063549,37.596073,동대문구
205,동대문역사문화공원,2호선,127.009054,37.565613,중구
1007,신도림,경부선,126.891144,37.508787,구로구
1003,용산,경부선,126.964561,37.529849,용산구
342,오금,3호선,127.128319,37.502129,송파구
250,용두(동대문구청),2호선,127.038091,37.574028,동대문구
339,수서,3호선,127.101907,37.487378,강남구
202,을지로입구,2호선,126.982618,37.566014,중구
409,당고개,4호선,127.079066,37.670272,노원구
433,사당,4호선,126.981651,37.476955,동작구
150,서울역,1호선,126.972135,37.556228,중구
2559,개롱,5호선,127.13482,37.498079,송파구
2555,둔촌동,5호선,127.136248,37.527788,강동구
2554,상일동,5호선,127.166417,37.556712,강동구
4510,명지대,에버라인선,127.190294,37.237964,서울시 외부
2625,광흥창(서강),6호선,126.931993,37.547456,마포구
1752,대야미,안산선,126.917332,37.328467,서울시 외부
1702,가산디지털단지,경부선,126.882581,37.481581,금천구
1902,도봉,경원선,127.045595,37.679563,도봉구
1015,회기,중앙선,127.057583,37.58946,동대문구
1002,남영,경부선,126.9713,37.541021,용산구
334,도곡,3호선,127.055452,37.490922,강남구
2556,올림픽공원(한국체대),5호선,127.130923,37.516201,송파구
4131,삼전,9호선(연장),127.088025,37.504738,송파구
4132,석촌고분,9호선(연장),127.097033,37.502558,송파구
4133,석촌,9호선(연장),127.10704,37.505208,송파구
4134,송파나루,9호선(연장),127.112216,37.510372,송파구
4135,한성백제,9호선(연장),127.116503,37.516404,송파구
4136,올림픽공원(한국체대),9호선(연장),127.130288,37.516269,송파구
4137,둔촌오륜,9호선(연장),127.137989,37.519683,강동구
4138,중앙보훈병원,9호선(연장),127.148739,37.529191,강동구
3753,까치울,7호선(인천),126.81093,37.50613,서울시 외부
2828,남위례,8호선,127.13977,37.4624,서울시 외부
3754,부천종합운동장,7호선(인천),126.79661,37.50502,서울시 외부
3755,춘의,7호선(인천),126.78828,37.50365,서울시 외부
3756,신중동,7호선(인천),126.77566,37.50282,서울시 외부
3757,부천시청,7호선(인천),126.76364,37.50444,서울시 외부
3758,상동,7호선(인천),126.753163,37.505814,서울시 외부
3759,삼산체육관,7호선(인천),126.74179,37.50724,서울시 외부
3760,굴포천,7호선(인천),126.73234,37.50681,서울시 외부
405,진접,진접선,127.2034,37.7205,서울시 외부
3761,부평구청,7호선(인천),126.72077,37.50848,서울시 외부
1982,부천종합운동장,서해선,126.797289,37.505457,서울시 외부
1981,원종,서해선,126.8049,37.5239,서울시 외부
1980,김포공항,서해선,126.8041,37.5617,강서구
406,오남,진접선,127.19281,37.705,서울시 외부
1917,초성리,경원선,127.06912,37.98172,서울시 외부
408,별내별가람,진접선,127.11581,37.66778,서울시 외부
1918,전곡,경원선,127.0718,38.02458,서울시 외부
1919,연천,경원선,127.07372,38.10073,서울시 외부
4805,소새울,서해선,126.797252,37.468467,서울시 외부
4806,시흥대야,서해선,126.793041,37.450145,서울시 외부
4810,시흥능곡,서해선,126.808573,37.369864,서울시 외부
4811,달미,서해선,126.809409,37.348847,서울시 외부
4812,선부,서해선,126.809904,37.334353,서울시 외부
4813,초지,서해선,126.808147,37.319619,서울시 외부
4815,원시,서해선,126.786691,37.302371,서울시 외부
4807,신천,서해선,126.786788,37.439066,서울시 외부
4808,신현,서해선,126.788017,37.409008,서울시 외부
4814,원곡,서해선,126.796261,37.31321,서울시 외부
4206,마곡나루,공항철도1호선,126.827378,37.565543,강서구
4313,미금,신분당선(연장),127.108918,37.349982,서울시 외부
4804,소사,서해선,126.795023,37.483279,서울시 외부
4809,시흥시청,서해선,126.805625,37.382223,서울시 외부
1873,고색,수인선,126.980248,37.24963,서울시 외부
1875,어천,수인선,126.90879,37.250102,서울시 외부
1877,사리,수인선,126.85685,37.28998,서울시 외부
1458,금정,과천선,126.943417,37.372209,서울시 외부
1949,지축,일산선,126.91397,37.648017,서울시 외부
1285,임진강,경의중앙선,126.746765,37.888421,서울시 외부
1876,야목,수인선,126.879483,37.264179,서울시 외부
1874,오목천,수인선,126.963676,37.24304,서울시 외부
1286,운천,경의중앙선,126.769999,37.879942,서울시 외부
2562,강일,5호선,127.17593,37.55749,강동구
2565,하남검단산,5호선,127.22345,37.53972,서울시 외부
2566,하남시청(덕풍-신장),5호선,127.20612,37.54205,서울시 외부
3762,산곡,7호선,126.7035277,37.5086,서울시 외부
3763,석남(거북시장),7호선,126.6762813,37.5062285,서울시 외부
9995,강일,5호선,127.17593,37.55749,강동구
9996,미사,5호선,127.193877,37.560927,서울시 외부
2649,신내,6호선,127.102231,37.613174,중랑구
4920,양촌,김포골드라인,126.614309,37.642379,서울시 외부
4921,구래,김포골드라인,126.628633,37.645384,서울시 외부
4922,마산,김포골드라인,126.644344,37.640732,서울시 외부
4923,장기,김포골드라인,126.669017,37.643986,서울시 외부
4924,운양,김포골드라인,126.68393,37.653867,서울시 외부
4925,걸포북변,김포골드라인,126.705975,37.63165,서울시 외부
4926,사우(김포시청),김포골드라인,126.719731,37.620249,서울시 외부
4927,풍무,김포골드라인,126.732387,37.612488,서울시 외부
4928,고촌,김포골드라인,126.770345,37.601243,서울시 외부
4929,김포공항,김포골드라인,126.801868,37.56236,강서구
2563,미사,5호선,127.193877,37.560927,서울시 외부
2564,하남풍산,5호선,127.203864,37.552034,서울시 외부
3139,송도달빛축제공원,인천1호선,126.62597,37.407143,서울시 외부
4401,샛강,신림선,126.929399,37.5170969,영등포구
4402,대방,신림선,126.9257265,37.5133059,영등포구
4403,서울지방병무청,신림선,126.9227083,37.5060464,영등포구
4404,보라매,신림선,126.9204355,37.5002739,영등포구
4405,보라매공원,신림선,126.9180827,37.4955691,동작구
4406,보라매병원,신림선,126.9234964,37.4929598,동작구
4407,당곡,신림선,126.9275133,37.4902998,관악구
4408,신림,신림선,126.9296159,37.4849266,관악구
4409,서원,신림선,126.9330365,37.4782341,관악구
4410,서울대벤처타운,신림선,126.9339351,37.4720019,관악구
4411,관악산(서울대),신림선,126.9450639,37.4691018,관악구
4306,신논현,신분당선(연장2),127.02506,37.504598,강남구
1404,탕정,장항선,127.08485,36.78866,서울시 외부
4304,신사,신분당선(연장2),127.020114,37.516334,강남구
4305,논현,신분당선(연장2),127.021415,37.511093,강남구
